chapter_number,chapter_title,article_number,article_title,content
Chương V,TỔ CHỨC THỰC HIỆN,61,Trách nhiệm của Bộ Tài chính,"1. Tổ chức tuyên truyền thực hiện bảo hiểm bắt buộc theo chức năng, nhiệm vụ quản lý nhà nước.
2. Kiểm tra, giám sát việc quản lý, sử dụng, thanh toán và quyết toán Quỹ bảo hiểm xe cơ giới.
3. Chủ trì thanh tra, kiểm tra, giám sát các doanh nghiệp bảo hiểm trong việc thực hiện bảo hiểm bắt buộc.
4. Xử lý các hành vi vi phạm quy định pháp luật về bảo hiểm bắt buộc của doanh nghiệp bảo hiểm.
5. Bộ Tài chính ban hành Quyết định thành lập, bổ nhiệm các thành viên của Cơ quan Quốc gia Việt Nam thực hiện Nghị định thư số 5 về Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN."
Chương V,TỔ CHỨC THỰC HIỆN,62,Trách nhiệm của Bộ Công an,"1. Phối hợp với Bộ Tài chính tuyên truyền, phổ biến pháp luật về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, bảo hiểm cháy, nổ bắt buộc.
2. Kiểm tra, xử lý các hành vi vi phạm quy định pháp luật về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, bảo hiểm cháy, nổ bắt buộc của các cơ sở có nguy hiểm về cháy, nổ.
3. Công bố danh sách các cơ sở có nguy hiểm về cháy, nổ (trừ các cơ sở liên quan đến quốc phòng, an ninh và bí mật nhà nước) chậm nhất là ngày 31 tháng 12 hàng năm trên Cổng thông tin điện tử của Bộ Công an.
4. Ghi hạng nguy hiểm cháy, nổ đối với cơ sở công nghiệp có hạng nguy hiểm cháy, nổ A, B, C, D, E tại Biên bản kiểm tra kết quả nghiệm thu về phòng cháy và chữa cháy hoặc Biên bản kiểm tra an toàn về phòng cháy và chữa cháy trên cơ sở xác định hạng nguy hiểm cháy, nổ của cơ quan, tổ chức và cá nhân có cơ sở có nguy hiểm về cháy, nổ.
5. Chỉ đạo lực lượng Cảnh sát giao thông, Cảnh sát điều tra cung cấp bản sao các tài liệu liên quan đến các vụ tai nạn giao thông theo quy định tại khoản 5 Điều 13 Nghị định này, trong thời hạn 5 ngày làm việc kể từ ngày có kết quả điều tra.
6. Thực hiện việc chia sẻ và cung cấp thông tin do ngành Công an quản lý vào cơ sở dữ liệu về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới phục vụ công tác quản lý bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới theo quy định pháp luật về quản lý kết nối và chia sẻ dữ liệu số của cơ quan nhà nước.
7. Quyết định những trường hợp được khen thưởng và mức khen thưởng đột xuất quy định tại điểm d khoản 2 Điều 31 Nghị định này."
Chương V,TỔ CHỨC THỰC HIỆN,63,Trách nhiệm của Bộ Xây dựng,"1. Phối hợp với Bộ Tài chính và các bộ, ngành liên quan hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng.
2. Chủ trì, phối hợp với các cơ quan chức năng kiểm tra, thanh tra, giải quyết khiếu nại tố cáo và xử lý vi phạm hành chính đối với bên mua bảo hiểm vi phạm bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng theo quy định của pháp luật."
Chương V,TỔ CHỨC THỰC HIỆN,64,Trách nhiệm của Bộ Giao thông vận tải,"1. Phối hợp với Bộ Tài chính, Bộ Công an và các bộ, ngành liên quan hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
2. Phối hợp với Bộ Tài chính trong việc kiểm tra, giám sát các doanh nghiệp bảo hiểm trong việc thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới."
Chương V,TỔ CHỨC THỰC HIỆN,65,Trách nhiệm của Bộ Y tế,"Chỉ đạo, hướng dẫn các cơ sở y tế trung ương và địa phương cung cấp bản sao hồ sơ bệnh án, Giấy chứng nhận thương tích, Giấy báo tử hoặc các văn bản xác nhận liên quan đến việc cấp cứu, chữa trị các nạn nhân bị tai nạn giao thông đường bộ để tạo điều kiện cho doanh nghiệp bảo hiểm nhanh chóng hoàn thiện hồ sơ bồi thường, bảo đảm quyền lợi cho người tham gia bảo hiểm."
Chương V,TỔ CHỨC THỰC HIỆN,66,Trách nhiệm của Bộ Thông tin và Truyền thông,"Chỉ đạo các cơ quan thông tin, báo chí trung ương và địa phương thường xuyên tuyên truyền, phổ biến về bảo hiểm bắt buộc."
Chương V,TỔ CHỨC THỰC HIỆN,67,"Trách nhiệm của bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ","1. Phối hợp với Bộ Tài chính và các bộ, ngành liên quan hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc.
2. Trong phạm vi nhiệm vụ, quyền hạn của mình có trách nhiệm phối hợp tổ chức kiểm tra, hướng dẫn và thực hiện bảo hiểm bắt buộc theo quy định của Nghị định này.
3. Phối hợp với Bộ Thông tin và Truyền thông tổ chức tuyên truyền về thực hiện bảo hiểm bắt buộc theo chức năng, nhiệm vụ quản lý nhà nước.
4. Đài Truyền hình Việt Nam, Đài Tiếng nói Việt Nam dành thời lượng phát sóng nhất định để thường xuyên tuyên truyền, phổ biến về bảo hiểm bắt buộc.
5. Thực hiện các nhiệm vụ khác thuộc thẩm quyền theo quy định của pháp luật."
Chương V,TỔ CHỨC THỰC HIỆN,68,"Trách nhiệm của Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương","1. Chỉ đạo các cơ quan chức năng, các cấp chính quyền tổ chức thực hiện bảo hiểm bắt buộc.
2. Chỉ đạo các cơ quan thông tấn, báo chí địa phương thường xuyên tuyên truyền, phổ biến về bảo hiểm bắt buộc.
3. Phối hợp với Bộ Công an trong việc chỉ đạo lực lượng Cảnh sát giao thông và lực lượng Cảnh sát khác có liên quan trên địa bàn tổ chức kiểm tra, xử lý các chủ xe cơ giới không tham gia bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
4. Thực hiện các nhiệm vụ khác thuộc thẩm quyền theo quy định của pháp luật."
Chương V,TỔ CHỨC THỰC HIỆN,69,Trách nhiệm của Bộ Tư lệnh Bộ đội Biên phòng,"1. Phối hợp với Bộ Tài chính và các cơ quan có liên quan trong tổ chức thực hiện Nghị định thư số 5 về Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN.
2. Chỉ đạo Bộ đội Biên phòng cửa khẩu đường bộ triển khai thực hiện công tác kiểm tra, kiểm soát việc chấp hành thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới quá cảnh."
Chương V,TỔ CHỨC THỰC HIỆN,70,Trách nhiệm của Ủy ban An toàn Giao thông Quốc gia,"1. Phối hợp với Bộ Tài chính, Bộ Công an và các bộ, ngành liên quan hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
2. Phối hợp với Quỹ bảo hiểm xe cơ giới trong tổ chức thực hiện các nội dung hoạt động tuyên truyền, giáo dục; đề phòng, hạn chế tổn thất; chi hỗ trợ nhân đạo theo quy định tại Nghị định này."
Chương V,TỔ CHỨC THỰC HIỆN,71,Trách nhiệm của Cơ quan Quốc gia Việt Nam thực hiện Nghị định thư số 5 về Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN,"1. Cơ quan Quốc gia Việt Nam thực hiện Nghị định thư số 5 về Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN là cơ quan thường trực giúp các bộ, ngành liên quan trong việc triển khai thực hiện Nghị định thư số 5 về Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN.
2. Nghiên cứu, đề xuất với Bộ Tài chính trình cấp có thẩm quyền hoàn thiện quy định về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, tạo điều kiện thuận lợi cho việc thực hiện Chương trình bảo hiểm bắt buộc xe cơ giới ASEAN."
Chương V,TỔ CHỨC THỰC HIỆN,72,Trách nhiệm của Hiệp hội Vận tải ô tô Việt Nam,"1. Phối hợp với Bộ Tài chính, Bộ Công an và các bộ, ngành liên quan hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
2. Chỉ đạo, hướng dẫn các hiệp hội cơ sở cấp tỉnh và khu vực phối hợp với Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung ương trong công tác hướng dẫn, tuyên truyền thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới."
Chương V,TỔ CHỨC THỰC HIỆN,73,Trách nhiệm của Hiệp hội Bảo hiểm Việt Nam,"1. Báo cáo Bộ Tài chính về tỷ lệ đóng góp vào Quỹ bảo hiểm xe cơ giới theo quy định tại khoản 2 Điều 16 Nghị định này.
2. Tổ chức tuyên truyền thực hiện bảo hiểm bắt buộc.
3. Công khai thông tin về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới."
Chương V,TỔ CHỨC THỰC HIỆN,74,"Trách nhiệm của cơ quan, tổ chức và cá nhân có cơ sở có nguy hiểm về cháy, nổ","Xác định hạng nguy hiểm cháy, nổ A, B, C, D, E của cơ sở sản xuất công nghiệp đối với cơ sở có nguy hiểm về cháy, nổ theo quy định của pháp luật phòng cháy và chữa cháy."
Chương V,TỔ CHỨC THỰC HIỆN,75,Trách nhiệm của doanh nghiệp bảo hiểm,"1. Không khuyến mại, chiết khấu thanh toán dưới mọi hình thức đối với bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
2. Lập và gửi các báo cáo sau:
a) Báo cáo nghiệp vụ: Doanh nghiệp bảo hiểm phải lập và gửi Bộ Tài chính, cụ thể như sau:
Báo cáo về tình hình thực hiện bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới (Mẫu số 1 Phụ lục X); Báo cáo doanh thu, bồi thường bảo hiểm cháy, nổ bắt buộc (Mẫu số 2 Phụ lục X); Báo cáo doanh thu, bồi thường bảo hiểm bắt buộc công trình trong hoạt động đầu tư xây dựng (Mẫu số 3 Phụ lục X).
Thời gian chốt số liệu tính từ ngày 01 tháng 01 đến ngày 31 tháng 12 của năm báo cáo.
Thời gian gửi báo cáo chậm nhất là ngày 31 tháng 3 của năm tài chính kế tiếp.
Phương thức gửi báo cáo: Gửi trực tiếp hoặc gửi qua dịch vụ bưu chính hoặc gửi qua hệ thống thư điện tử hoặc gửi qua hệ thống thông tin báo cáo của Bộ Tài chính (khi hệ thống thông tin báo cáo của Bộ Tài chính được vận hành).
b) Báo cáo tình hình thu, nộp từ bảo hiểm cháy, nổ bắt buộc (Mẫu số 4 Phụ lục X): Doanh nghiệp bảo hiểm phải lập và gửi Bộ Công an, cụ thể như sau:
Thời gian chốt số liệu: Báo cáo 6 tháng đầu năm (tính từ ngày 01 tháng 01 đến ngày 30 tháng 6 của năm báo cáo); báo cáo năm (tính từ ngày 01 tháng 01 đến ngày 31 tháng 12 của năm báo cáo).
Thời gian gửi báo cáo: Báo cáo 6 tháng đầu năm (chậm nhất là ngày 31 tháng 7 hàng năm); báo cáo năm (chậm nhất là ngày 31 tháng 01 của năm tài chính kế tiếp).
Phương thức gửi báo cáo: Gửi trực tiếp hoặc gửi qua dịch vụ bưu chính tới Bộ Công an.
3. Thiết lập, duy trì hoạt động 24 giờ/7 ngày đường dây nóng để kịp thời tiếp nhận thông tin tai nạn, tổn thất, hướng dẫn, giải đáp cho bên mua bảo hiểm, người được bảo hiểm và các bên có liên quan về các vấn đề liên quan tới bảo hiểm bắt buộc. Thực hiện ghi âm các cuộc gọi đến đường dây nóng để bảo đảm quyền lợi của bên mua bảo hiểm, người được bảo hiểm.
4. Tích hợp tính năng tra cứu Giấy chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới trên trang thông tin điện tử, cổng thông tin điện tử của doanh nghiệp bảo hiểm, cho phép cơ quan có chức năng thanh tra, kiểm tra, giám sát và bên mua bảo hiểm, người được bảo hiểm tra cứu, xác minh thời hạn và hiệu lực bảo hiểm của Giấy chứng nhận bảo hiểm.
5. Giải thích rõ điều kiện bảo hiểm, mức phí bảo hiểm, số tiền bảo hiểm tối thiểu, bảo đảm bên mua bảo hiểm, người được bảo hiểm phân biệt rõ giữa loại hình bảo hiểm bắt buộc với các loại hình bảo hiểm tự nguyện khác.
6. Tăng cường ứng dụng công nghệ thông tin trong việc giải quyết bồi thường bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới đối với mô tô, xe gắn máy.
7. Phối hợp với bên mua bảo hiểm và các bên có liên quan để thu thập 1 bộ hồ sơ bồi thường bảo hiểm và chịu trách nhiệm trước pháp luật về tính chính xác, đầy đủ, hợp lệ của hồ sơ bồi thường bảo hiểm. Chủ động thu thập các tài liệu quy định trong hồ sơ bồi thường bảo hiểm thuộc trách nhiệm của doanh nghiệp bảo hiểm quy định của Nghị định này.
8. Tạm ứng bồi thường, chi trả bồi thường bảo hiểm bắt buộc nhanh chóng và chính xác theo quy định của Nghị định này.
9. Thanh toán cho cơ quan Công an chi phí sao chụp những hồ sơ, biên bản tai nạn xe cơ giới đã được cung cấp theo quy định pháp luật và có trách nhiệm giữ bí mật trong quá trình điều tra.
10. Thông báo cho bên mua bảo hiểm, người được bảo hiểm về việc hết thời hạn của hợp đồng bảo hiểm trong vòng 15 ngày trước khi hết thời hạn bảo hiểm.
11. Đóng góp Quỹ bảo hiểm xe cơ giới theo quy định tại Điều 16 Nghị định này; nộp 1% tổng số phí bảo hiểm cháy, nổ bắt buộc thực tế thu được của các hợp đồng bảo hiểm gốc trong năm tài chính trước liền kề cho hoạt động phòng cháy và chữa cháy theo quy định tại Điều 30 Nghị định này.
12. Hạch toán tách biệt doanh thu phí bảo hiểm, hoa hồng đại lý bảo hiểm, bồi thường bảo hiểm và các khoản chi phí liên quan đến bảo hiểm bắt buộc.
13. Cung cấp, cập nhật thông tin vào cơ sở dữ liệu về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới theo yêu cầu của Hội đồng Quản lý Quỹ bảo hiểm xe cơ giới.
14. Các nghĩa vụ khác theo quy định pháp luật."
Chương VI,ĐIỀU KHOẢN THI HÀNH,76,Điều khoản chuyển tiếp,"1. Các hợp đồng bảo hiểm bắt buộc đã giao kết trước ngày Nghị định này có hiệu lực và còn thời gian thực hiện hợp đồng thì tiếp tục thực hiện theo quy định tại Luật Kinh doanh bảo hiểm ngày 16 tháng 6 năm 2022 (đối với các hợp đồng bảo hiểm giao kết từ ngày 01 tháng 01 năm 2023); Nghị định số 03/2021/NĐ-CP ngày 15 tháng 01 năm 2021 của Chính phủ về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới; Nghị định số 23/2018/NĐ-CP ngày 23 tháng 02 năm 2018 của Chính phủ quy định về bảo hiểm cháy, nổ bắt buộc; Nghị định số 97/2021/NĐ-CP ngày 08 tháng 11 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 23/2018/NĐ-CP ngày 23 tháng 02 năm 2018 của Chính phủ quy định về bảo hiểm cháy, nổ bắt buộc; Nghị định số 119/2015/NĐ-CP ngày 13 tháng 11 năm 2015 của Chính phủ quy định bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng; Nghị định số 20/2022/NĐ-CP ngày 10 tháng 3 năm 2022 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 119/2015/NĐ-CP ngày 13 tháng 11 năm 2015 của Chính phủ quy định bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng, trừ trường hợp các bên tham gia hợp đồng bảo hiểm có thỏa thuận về việc sửa đổi, bổ sung hợp đồng để phù hợp với Nghị định này và để áp dụng quy định của Nghị định này.
2. Cơ chế quản lý, sử dụng Quỹ bảo hiểm xe cơ giới; mức thu, chế độ quản lý, sử dụng nguồn thu từ bảo hiểm cháy, nổ bắt buộc cho hoạt động phòng cháy, chữa cháy thực hiện theo quy định tại Nghị định này từ năm tài chính 2023. Riêng năm tài chính 2023, Hội đồng quản lý Quỹ bảo hiểm xe cơ giới quyết định tỷ lệ đóng góp vào Quỹ bảo hiểm xe cơ giới, doanh nghiệp bảo hiểm đóng góp vào Quỹ bảo hiểm xe cơ giới, nộp kinh phí đóng góp cho hoạt động phòng cháy và chữa cháy từ bảo hiểm cháy, nổ bắt buộc hoàn thành trước ngày 31 tháng 12 năm 2023.
3. Đối với các trường hợp đã lựa chọn nhà thầu theo quy định pháp luật về đấu thầu nhưng chưa ký kết hợp đồng bảo hiểm thì các bên tiếp tục thực hiện theo quy định trong hồ sơ mời thầu, hồ sơ yêu cầu đã phát hành."
Chương VI,ĐIỀU KHOẢN THI HÀNH,77,Hiệu lực thi hành,"1. Nghị định này có hiệu lực thi hành kể từ ngày ký ban hành.
2. Các Nghị định sau đây hết hiệu lực kể từ ngày Nghị định này có hiệu lực thi hành:
a) Nghị định số 03/2021/NĐ-CP ngày 15 tháng 01 năm 2021 của Chính phủ về bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.
b) Nghị định số 23/2018/NĐ-CP ngày 23 tháng 02 năm 2018 của Chính phủ quy định về bảo hiểm cháy, nổ bắt buộc; Nghị định số 97/2021/NĐ-CP ngày 08 tháng 11 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 23/2018/NĐ-CP ngày 23 tháng 02 năm 2018 của Chính phủ quy định về bảo hiểm cháy, nổ bắt buộc.
c) Nghị định số 119/2015/NĐ-CP ngày 13 tháng 11 năm 2015 của Chính phủ quy định bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng; Nghị định số 20/2022/NĐ-CP ngày 10 tháng 3 năm 2022 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 119/2015/NĐ-CP ngày 13 tháng 11 năm 2015 của Chính phủ quy định bảo hiểm bắt buộc trong hoạt động đầu tư xây dựng.
3. Trường hợp các văn bản quy phạm pháp luật được dẫn chiếu để áp dụng tại Nghị định này được sửa đổi, bổ sung, thay thế thì sẽ áp dụng theo các văn bản sửa đổi, bổ sung, thay thế đó."
